Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope_Mod,LandSlope_Sev,ExterQual_Fa,ExterQual_Gd,KitchenQual_Fa,KitchenQual_Gd,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y
701,20,191004.99478714162,85.0,14331,1,0,176938.0475285171,242247.44736842104,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,8,5,2002,2002,218876.93356643355,179803.6792189679,213732.90097087377,630.0,184034.89625585024,225230.44204018547,327041.04132231406,183632.6209000763,257689.80597014926,235413.72009569377,1274,184694.69028662422,0,526,1800,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,1800,1,0,2,0,3,1,183429.14705882352,1,226351.41578947369,202892.65632183908,2002.0,3,187489.8360030511,270,78,0,0,0,0,0,5,2006,175202.21953255427,312500,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,True
702,20,191004.99478714162,80.0,9600,1,0,176938.0475285171,189050.0684931507,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,5,1969,1969,218876.93356643355,179803.6792189679,163077.45045045044,168.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,1164,1164,182021.19537815126,142362.8761682243,1,186825.1131934033,0,0,1164,0,0,1,1,3,1,183429.14705882352,0,141331.48260869566,202892.65632183908,1969.0,2,187489.8360030511,0,0,0,0,0,0,0,7,2006,175202.21953255427,140000,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
703,60,191004.99478714162,82.0,12438,1,0,176938.0475285171,310499.0,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,8,5,2006,2006,218876.93356643355,179803.6792189679,213732.90097087377,466.0,184034.89625585024,225230.44204018547,327041.04132231406,213599.9076923077,165652.29590766,170670.57674418605,0,184694.69028662422,0,1234,1234,182021.19537815126,214914.42914979756,1,186825.1131934033,1312,0,2576,0,0,2,1,4,1,183429.14705882352,1,226351.41578947369,254751.73863636365,2006.0,3,187489.8360030511,324,100,0,0,0,0,0,7,2006,272291.752,361919,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
704,190,126316.83027522935,76.0,7630,1,0,176938.0475285171,128225.30088495575,142475.4814814815,181169.40553633217,128432.25806451614,210051.76404494382,5,9,1900,1996,171483.95617879054,179803.6792189679,149841.64563106795,0.0,168897.5684931507,132291.07534246575,202688.4789644013,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,360,360,182021.19537815126,156858.87136929462,1,186825.1131934033,780,0,1812,0,0,2,0,4,2,183429.14705882352,1,129764.15,134091.16279069768,1999.0,2,187489.8360030511,344,0,40,0,0,0,0,5,2010,175202.21953255427,140000,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
705,20,191004.99478714162,70.0,8400,1,0,176938.0475285171,197965.77333333335,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,5,2004,2005,171483.95617879054,179803.6792189679,213732.90097087377,109.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,206643.42081447964,235413.72009569377,712,184694.69028662422,0,761,1473,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,1484,1,0,2,0,3,1,183429.14705882352,0,141331.48260869566,202892.65632183908,2004.0,2,187489.8360030511,0,35,0,144,0,0,0,5,2010,175202.21953255427,213000,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True
706,190,126316.83027522935,70.0,5600,1,0,176938.0475285171,100123.78378378379,184495.49206349207,181169.40553633217,128432.25806451614,210051.76404494382,4,5,1930,1950,218876.93356643355,179803.6792189679,213732.90097087377,0.0,102595.14285714286,107365.625,105652.8918918919,105652.8918918919,107938.34210526316,105652.8918918919,0,110346.23684210527,0,0,0,182021.19537815126,123919.48979591837,0,186825.1131934033,720,0,1092,0,0,2,0,3,2,168393.33333333334,0,141331.48260869566,103317.28395061729,1978.5061638868744,0,103317.28395061729,0,0,0,0,0,0,3500,7,2010,175202.21953255427,55000,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False
707,20,191004.99478714162,70.04995836802665,115149,1,0,223854.6170212766,212565.42857142858,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,5,1971,2002,171483.95617879054,179803.6792189679,175942.37962962964,351.0,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,257689.80597014926,235413.72009569377,1219,184694.69028662422,0,424,1643,182021.19537815126,142362.8761682243,1,186825.1131934033,0,0,1824,1,0,2,0,2,1,183429.14705882352,2,205723.48881789137,202892.65632183908,1971.0,2,187489.8360030511,380,48,0,0,0,0,0,6,2007,175202.21953255427,302000,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True
708,120,191004.99478714162,48.0,6240,1,0,176938.0475285171,316270.6233766234,184495.49206349207,181169.40553633217,181959.34210526315,175985.4779614325,8,5,2006,2006,218876.93356643355,179803.6792189679,149422.17727272728,176.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,235413.72009569377,863,184694.69028662422,0,461,1324,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,1324,1,0,2,0,2,1,183429.14705882352,1,226351.41578947369,202892.65632183908,2006.0,2,187489.8360030511,192,38,0,0,0,0,0,12,2009,175202.21953255427,254000,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,True
709,60,191004.99478714162,65.0,9018,1,0,176938.0475285171,192854.50632911394,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,5,2007,2007,218876.93356643355,179803.6792189679,213732.90097087377,0.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,206643.42081447964,170670.57674418605,0,184694.69028662422,0,728,728,182021.19537815126,214914.42914979756,1,186825.1131934033,728,0,1456,0,0,2,1,3,1,183429.14705882352,1,226351.41578947369,202892.65632183908,2007.0,2,187489.8360030511,100,24,0,0,0,0,0,7,2007,272291.752,179540,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True
710,20,191004.99478714162,70.04995836802665,7162,1,0,176938.0475285171,136793.13513513515,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,7,1966,1966,171483.95617879054,179803.6792189679,163077.45045045044,41.0,184034.89625585024,225230.44204018547,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,876,876,182021.19537815126,142362.8761682243,1,186825.1131934033,0,0,904,0,0,1,0,3,1,183429.14705882352,0,141331.48260869566,202892.65632183908,1966.0,1,187489.8360030511,0,0,0,0,0,0,0,12,2008,146526.62376237623,109900,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
711,30,191004.99478714162,56.0,4130,1,0,176938.0475285171,124834.05172413793,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,3,6,1935,2003,171483.95617879054,179803.6792189679,213732.90097087377,0.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,270,270,182021.19537815126,156858.87136929462,1,186825.1131934033,0,0,729,0,0,1,0,2,1,85800.0,0,141331.48260869566,103317.28395061729,1978.5061638868744,0,103317.28395061729,0,0,0,0,0,0,0,7,2008,175202.21953255427,52000,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
712,50,74528.0,66.0,8712,1,0,176938.0475285171,100123.78378378379,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,4,7,1900,1950,171483.95617879054,179803.6792189679,149422.17727272728,0.0,184034.89625585024,165959.16666666666,140759.81818181818,183632.6209000763,192789.65789473685,170670.57674418605,0,184694.69028662422,0,859,859,182021.19537815126,156858.87136929462,1,186825.1131934033,319,0,1178,0,0,1,0,2,1,183429.14705882352,0,141331.48260869566,134091.16279069768,1964.0,1,187489.8360030511,68,0,98,0,0,0,0,1,2010,146526.62376237623,102776,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False
713,120,191004.99478714162,40.0,4671,1,0,176938.0475285171,310499.0,184495.49206349207,181169.40553633217,181959.34210526315,175985.4779614325,8,5,1988,1989,171483.95617879054,179803.6792189679,163077.45045045044,0.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,192789.65789473685,235413.72009569377,767,184694.69028662422,0,461,1228,182021.19537815126,156858.87136929462,1,186825.1131934033,0,0,1228,1,0,2,0,2,1,183429.14705882352,1,226351.41578947369,202892.65632183908,1988.0,2,187489.8360030511,168,120,0,0,0,0,0,10,2008,175202.21953255427,189000,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True
714,190,191004.99478714162,60.0,9873,1,0,176938.0475285171,124834.05172413793,184396.61538461538,181169.40553633217,128432.25806451614,175985.4779614325,4,5,1970,1970,171483.95617879054,179803.6792189679,163077.45045045044,160.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,206643.42081447964,161573.06818181818,789,184694.69028662422,0,171,960,166632.16666666666,142362.8761682243,0,186825.1131934033,0,0,960,1,0,1,0,3,1,183429.14705882352,0,141331.48260869566,134091.16279069768,1970.0,2,187489.8360030511,0,288,0,0,0,0,0,5,2006,175202.21953255427,129000,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
715,60,191004.99478714162,70.04995836802665,13517,1,0,223854.6170212766,136793.13513513515,138400.0,181169.40553633217,185763.80737704918,210051.76404494382,6,8,1976,2005,171483.95617879054,179803.6792189679,163077.45045045044,289.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,235413.72009569377,533,184694.69028662422,0,192,725,182021.19537815126,214914.42914979756,1,186825.1131934033,754,0,1479,0,0,2,1,3,1,183429.14705882352,0,141331.48260869566,202892.65632183908,1976.0,2,187489.8360030511,0,44,0,0,0,0,0,3,2010,175202.21953255427,130500,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True
716,20,191004.99478714162,78.0,10140,1,0,176938.0475285171,189050.0684931507,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,5,1974,1974,218876.93356643355,179803.6792189679,163077.45045045044,174.0,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,1064,1064,182021.19537815126,142362.8761682243,1,186825.1131934033,0,0,1350,0,0,2,0,3,1,183429.14705882352,1,205723.48881789137,202892.65632183908,1974.0,2,187489.8360030511,0,0,0,0,0,0,0,8,2009,175202.21953255427,165000,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
717,70,126316.83027522935,60.0,10800,1,0,176938.0475285171,128225.30088495575,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,8,1890,1998,171483.95617879054,179803.6792189679,149841.64563106795,0.0,168897.5684931507,132291.07534246575,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,718,718,182021.19537815126,214914.42914979756,1,186825.1131934033,978,0,2554,0,0,1,1,3,1,183429.14705882352,0,141331.48260869566,134091.16279069768,1996.0,2,187489.8360030511,0,48,143,0,0,0,0,7,2007,175202.21953255427,159500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
718,20,191004.99478714162,80.0,10000,1,0,176938.0475285171,189050.0684931507,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,6,1973,2000,171483.95617879054,179803.6792189679,163077.45045045044,0.0,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,165652.29590766,149493.6554054054,1084,184694.69028662422,0,92,1176,182021.19537815126,156858.87136929462,1,186825.1131934033,0,0,1178,0,1,1,1,3,1,183429.14705882352,1,167298.48484848486,202892.65632183908,1973.0,2,187489.8360030511,224,0,0,0,0,0,0,11,2008,175202.21953255427,157000,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
719,60,191004.99478714162,96.0,10542,1,0,176938.0475285171,335295.31707317074,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,5,1993,1994,218876.93356643355,179803.6792189679,149841.64563106795,651.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,257689.80597014926,235413.72009569377,1173,184694.69028662422,0,138,1311,182021.19537815126,214914.42914979756,1,186825.1131934033,1093,0,2418,1,0,2,1,3,1,183429.14705882352,1,205723.48881789137,202892.65632183908,1993.0,3,187489.8360030511,250,154,216,0,0,0,0,8,2008,175202.21953255427,341000,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True
720,20,191004.99478714162,69.0,9920,1,0,176938.0475285171,197965.77333333335,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,6,1969,1969,171483.95617879054,179803.6792189679,163077.45045045044,0.0,184034.89625585024,149805.714511041,202688.4789644013,183632.6209000763,257689.80597014926,161573.06818181818,523,184694.69028662422,0,448,971,182021.19537815126,142362.8761682243,1,186825.1131934033,0,0,971,0,0,1,1,3,1,183429.14705882352,1,129764.15,202892.65632183908,1969.0,1,187489.8360030511,0,0,0,0,0,0,0,5,2006,175202.21953255427,128500,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
721,120,191004.99478714162,70.04995836802665,6563,1,0,223854.6170212766,310499.0,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,8,5,1985,1985,171483.95617879054,179803.6792189679,163077.45045045044,0.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,257689.80597014926,235413.72009569377,1148,184694.69028662422,0,594,1742,182021.19537815126,142362.8761682243,1,186825.1131934033,0,0,1742,1,0,2,0,2,1,183429.14705882352,1,205723.48881789137,202892.65632183908,1985.0,2,187489.8360030511,114,28,234,0,0,0,0,12,2006,175202.21953255427,275000,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True
722,120,126316.83027522935,70.04995836802665,4426,1,0,176938.0475285171,197965.77333333335,184495.49206349207,181169.40553633217,181959.34210526315,175985.4779614325,6,5,2004,2004,171483.95617879054,179803.6792189679,213732.90097087377,169.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,206643.42081447964,235413.72009569377,662,184694.69028662422,0,186,848,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,848,1,0,1,0,1,1,183429.14705882352,0,141331.48260869566,202892.65632183908,2004.0,2,187489.8360030511,160,0,0,0,0,0,0,5,2010,175202.21953255427,143000,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True
723,20,191004.99478714162,70.0,8120,1,0,176938.0475285171,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,4,7,1970,1970,171483.95617879054,179803.6792189679,149422.17727272728,0.0,168897.5684931507,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,191,184694.69028662422,0,673,864,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,864,0,0,1,0,3,1,183429.14705882352,0,141331.48260869566,134091.16279069768,1994.0,2,187489.8360030511,0,0,0,0,0,0,0,7,2009,175202.21953255427,124500,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
724,50,191004.99478714162,60.0,8172,1,0,176938.0475285171,128219.7,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,4,6,1954,1972,171483.95617879054,179803.6792189679,149422.17727272728,0.0,184034.89625585024,225230.44204018547,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,941,941,182021.19537815126,214914.42914979756,1,186825.1131934033,473,0,1470,0,0,2,0,4,1,183429.14705882352,0,141331.48260869566,134091.16279069768,1958.0,1,187489.8360030511,0,0,0,0,156,0,0,5,2008,175202.21953255427,135000,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
725,20,191004.99478714162,86.0,13286,1,0,176938.0475285171,128219.7,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,9,5,2007,2008,218876.93356643355,179803.6792189679,231690.65573770492,340.0,184034.89625585024,225230.44204018547,327041.04132231406,183632.6209000763,165652.29590766,235413.72009569377,1234,184694.69028662422,0,464,1698,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,1698,1,0,2,0,3,1,183429.14705882352,1,226351.41578947369,202892.65632183908,2007.0,3,187489.8360030511,327,64,0,0,0,0,0,2,2009,175202.21953255427,320000,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
726,20,191004.99478714162,60.0,6960,1,0,176938.0475285171,145847.08,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,4,6,1970,1970,171483.95617879054,179803.6792189679,163077.45045045044,0.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,161573.06818181818,375,151101.0,239,250,864,182021.19537815126,142362.8761682243,1,186825.1131934033,0,0,864,0,0,1,0,3,1,183429.14705882352,0,141331.48260869566,134091.16279069768,1989.0,2,187489.8360030511,96,0,0,0,0,0,500,11,2009,175202.21953255427,120500,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
727,20,191004.99478714162,70.04995836802665,21695,1,0,181623.4258555133,210624.72549019608,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,9,1988,2007,218876.93356643355,179803.6792189679,149841.64563106795,260.0,168897.5684931507,149805.714511041,202688.4789644013,183632.6209000763,165652.29590766,235413.72009569377,808,184694.69028662422,0,72,880,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,1680,1,0,2,0,3,1,183429.14705882352,1,226351.41578947369,202892.65632183908,1988.0,2,187489.8360030511,292,44,0,182,0,0,0,12,2009,175202.21953255427,222000,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True
728,20,191004.99478714162,64.0,7314,1,0,176938.0475285171,197965.77333333335,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,5,2007,2007,171483.95617879054,179803.6792189679,213732.90097087377,82.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,206643.42081447964,235413.72009569377,724,184694.69028662422,0,508,1232,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,1232,1,0,2,0,2,1,183429.14705882352,0,141331.48260869566,202892.65632183908,2007.0,2,187489.8360030511,132,0,0,0,0,0,0,2,2009,175202.21953255427,194500,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True
729,90,191004.99478714162,85.0,11475,1,0,181623.4258555133,145847.08,184495.49206349207,181169.40553633217,133541.07692307694,175985.4779614325,5,5,1958,1958,171483.95617879054,179803.6792189679,213732.90097087377,95.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,1584,1584,182021.19537815126,142362.8761682243,1,186825.1131934033,0,0,1776,1,0,2,0,4,2,183429.14705882352,0,141331.48260869566,134091.16279069768,1968.0,3,187489.8360030511,0,25,0,0,0,0,0,7,2009,146526.62376237623,110000,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
730,30,126316.83027522935,52.0,6240,1,0,176938.0475285171,100123.78378378379,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,4,5,1925,1950,171483.95617879054,179803.6792189679,149422.17727272728,0.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,149493.6554054054,152,184694.69028662422,0,628,780,182021.19537815126,142362.8761682243,1,122196.89361702128,0,360,1208,0,0,1,0,2,1,183429.14705882352,0,141331.48260869566,134091.16279069768,1962.0,2,187489.8360030511,0,23,112,0,0,0,0,1,2009,175202.21953255427,103000,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
731,120,191004.99478714162,39.0,5389,1,0,176938.0475285171,310499.0,184495.49206349207,181169.40553633217,181959.34210526315,175985.4779614325,8,5,1995,1996,171483.95617879054,179803.6792189679,231690.65573770492,0.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,235413.72009569377,1180,184694.69028662422,0,415,1595,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,1616,1,0,2,0,2,1,183429.14705882352,1,205723.48881789137,202892.65632183908,1995.0,2,187489.8360030511,237,152,0,0,0,0,0,3,2010,175202.21953255427,236500,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True
732,80,191004.99478714162,73.0,9590,1,0,181623.4258555133,242247.44736842104,184495.49206349207,181169.40553633217,185763.80737704918,166703.38461538462,7,5,2003,2003,171483.95617879054,179803.6792189679,213732.90097087377,442.0,184034.89625585024,225230.44204018547,327041.04132231406,183632.6209000763,206643.42081447964,235413.72009569377,786,184694.69028662422,0,82,868,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,1146,1,0,2,0,3,1,183429.14705882352,1,226351.41578947369,202892.65632183908,2003.0,2,187489.8360030511,160,22,0,0,0,0,0,5,2007,175202.21953255427,187500,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True
733,60,191004.99478714162,75.0,11404,1,0,176938.0475285171,197965.77333333335,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,5,1998,1999,171483.95617879054,179803.6792189679,213732.90097087377,202.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,206643.42081447964,161573.06818181818,252,184694.69028662422,0,901,1153,182021.19537815126,214914.42914979756,1,186825.1131934033,878,0,2031,0,0,2,1,3,1,183429.14705882352,1,205723.48881789137,202892.65632183908,1998.0,2,187489.8360030511,192,84,0,0,0,0,0,7,2008,175202.21953255427,222500,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True
734,20,191004.99478714162,80.0,10000,1,0,181623.4258555133,136793.13513513515,142475.4814814815,181169.40553633217,185763.80737704918,175985.4779614325,5,6,1961,1983,218876.93356643355,179803.6792189679,163077.45045045044,0.0,184034.89625585024,149805.714511041,140759.81818181818,183632.6209000763,165652.29590766,149493.6554054054,594,184694.69028662422,0,270,864,182021.19537815126,214914.42914979756,1,186825.1131934033,0,0,1144,1,0,1,0,3,1,183429.14705882352,1,205723.48881789137,202892.65632183908,1961.0,1,187489.8360030511,165,0,0,0,0,0,400,3,2009,175202.21953255427,131400,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
735,20,191004.99478714162,70.04995836802665,8978,1,0,181623.4258555133,136793.13513513515,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,5,1968,1968,171483.95617879054,179803.6792189679,175942.37962962964,0.0,184034.89625585024,225230.44204018547,140759.81818181818,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,948,948,182021.19537815126,142362.8761682243,1,186825.1131934033,0,0,948,0,0,1,0,3,1,183429.14705882352,0,141331.48260869566,202892.65632183908,1968.0,1,187489.8360030511,147,0,0,0,0,0,0,5,2007,149600.0,108000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
736,75,126316.83027522935,60.0,10800,1,0,176938.0475285171,128225.30088495575,184495.49206349207,181169.40553633217,185763.80737704918,157354.54545454544,7,7,1914,1970,171483.95617879054,179803.6792189679,149841.64563106795,0.0,184034.89625585024,132291.07534246575,202688.4789644013,183632.6209000763,192789.65789473685,146889.24812030076,390,184694.69028662422,0,490,880,166632.16666666666,123919.48979591837,0,186825.1131934033,888,0,1768,0,0,1,1,2,1,183429.14705882352,2,205723.48881789137,134091.16279069768,1914.0,2,187489.8360030511,0,341,0,0,0,0,0,10,2006,175202.21953255427,163000,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
737,90,191004.99478714162,60.0,8544,1,0,176938.0475285171,145847.08,184495.49206349207,181169.40553633217,133541.07692307694,175985.4779614325,3,4,1950,1950,171483.95617879054,179803.6792189679,162990.0,0.0,184034.89625585024,149805.714511041,105652.8918918919,105652.8918918919,107938.34210526316,105652.8918918919,0,110346.23684210527,0,0,0,182021.19537815126,156858.87136929462,0,107675.44444444444,0,0,1040,0,0,2,0,2,2,183429.14705882352,0,141331.48260869566,134091.16279069768,1949.0,2,187489.8360030511,0,0,0,0,0,0,0,7,2006,175202.21953255427,93500,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
738,60,191004.99478714162,72.0,10463,1,0,223854.6170212766,192854.50632911394,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,8,5,2005,2005,171483.95617879054,179803.6792189679,213732.90097087377,0.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,893,893,182021.19537815126,214914.42914979756,1,186825.1131934033,900,0,1801,0,0,2,1,3,1,183429.14705882352,1,226351.41578947369,202892.65632183908,2005.0,3,187489.8360030511,0,116,0,0,0,0,0,6,2006,175202.21953255427,239900,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True
739,90,191004.99478714162,60.0,10800,1,0,176938.0475285171,128219.7,184495.49206349207,181169.40553633217,133541.07692307694,175985.4779614325,5,5,1987,1988,171483.95617879054,179803.6792189679,175942.37962962964,0.0,184034.89625585024,149805.714511041,202688.4789644013,213599.9076923077,257689.80597014926,235413.72009569377,1200,184694.69028662422,0,0,1200,182021.19537815126,142362.8761682243,1,186825.1131934033,0,0,1200,3,0,3,0,3,1,183429.14705882352,0,141331.48260869566,103317.28395061729,1978.5061638868744,0,103317.28395061729,120,0,0,0,0,0,0,3,2009,167377.41666666666,179000,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
740,60,191004.99478714162,65.0,9313,1,0,176938.0475285171,197965.77333333335,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,7,5,2004,2004,171483.95617879054,179803.6792189679,213732.90097087377,0.0,184034.89625585024,225230.44204018547,202688.4789644013,183632.6209000763,165652.29590766,170670.57674418605,0,184694.69028662422,0,864,864,182021.19537815126,214914.42914979756,1,186825.1131934033,864,0,1728,0,0,2,1,3,1,183429.14705882352,0,141331.48260869566,202892.65632183908,2004.0,2,187489.8360030511,187,56,0,0,0,0,0,4,2009,175202.21953255427,190000,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True
741,70,126316.83027522935,60.0,9600,1,0,176938.0475285171,128225.30088495575,184495.49206349207,181169.40553633217,185763.80737704918,210051.76404494382,5,7,1910,2002,171483.95617879054,179803.6792189679,149841.64563106795,0.0,168897.5684931507,132291.07534246575,115692.02857142857,121809.53333333334,165652.29590766,170670.57674418605,0,184694.69028662422,0,264,264,182021.19537815126,214914.42914979756,1,186825.1131934033,664,0,1432,0,0,2,0,2,1,183429.14705882352,0,141331.48260869566,134091.16279069768,1910.0,2,187489.8360030511,270,0,112,0,0,0,0,5,2007,146526.62376237623,132000,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
